----------------------------------------------------------------------------------------------
GENESIS
----------------------------------------------------------------------------------------------

CHAPTER 1
Ge 1:1	In da beginning, God created da heavens n da earth--
Ge 24:46	And she hastened n let down her jar from her shoulder n said, 'Drink, n i’ll give a drink 2 yo camels also.' Then i drank n she gave a drink 2 da camels also.
Ge 24:47	Then i asked her n said, 'Whose daughter r u?' And she said, 'Da daughter of Bethuel, son of Nahor, whom Milcah bore 2 him.' And i put da ring on her nose n da bracelets on her arms.
Ge 24:48	And i knelt down n worshiped YHWH, n i praised YHWH, da God of my master Abe, who led me on da right wae, 2 take da daughter of da bro of my master 4 his son.
Ge 24:49	So now, if u r goin’ 2 deal loyally n fr w my master, tell me. And if not, tell me, so dat i may turn 2 da right or 2 da left."
Ge 24:50	Then Laban n Bethuel answered, n they said, "Da matter haz gone out from YHWH; we aren’t able 2 talk bad or gud 2 u.
Ge 24:51	Here is Rebekah b4 u. Take her n go; let her be a wife 4 da son of yo master as YHWH haz spoken."
Ge 24:52	And it happened dat when da servant of Abe heard their words he bowed down 2 da ground 2 YHWH.
Ge 24:53	And da servant brought out silver jewelry n gold jewelry, n garments, n he gave them 2 Rebekah. And he gave precious gifts 2 her bro n 2 her mom.
Ge 24:54	And he n da men who were w him ate n drank, n they spent da night. And they got up in da mornin’, n he said, "Let me go 2 my master."
Ge 24:55	And her bro n her mom said, "Let da girl remain w us 10 days or so; after dat she may go."
Ge 24:56	And he said 2 them, "Don’t delay me. Now, YHWH haz made my journey successful. Let me go. i must go 2 my master."
Ge 24:57	And they said, "Let us call da girl n ask her opinion."
Ge 24:58	And they called Rebekah n said 2 her, "Will u go w dis man?" And she said, "i’ll go."
Ge 24:59	So they sent away Rebekah their sister, n her nurse, n da servant of Abe n his men.
Ge 24:60	And they blessed Rebekah n said 2 her, "U r our sister; may u become countless thousands; n may yo offspring take possession of da gate of his enemies."
Ge 24:61	And Rebekah n her maidservants arose, n they mounted da camels n followed da man. And da servant took Rebekah n left. 

Ge 24:62	Now Isaac wuz comin’ from da direction of Beer-Lahai-Roi. And he wuz livin’ in da land of da Negev.
Ge 24:63	And Isaac went out 2 meditate in da field early in da evening, n he lifted up his eyes n saw--look, camels were comin’.
Ge 24:64	And Rebekah lifted up her eyes n saw Isaac. And she got down from da camel.
Ge 24:65	And she said 2 da servant, "Who is dis man walking around in da field 2 meet us?" And da servant said, "Dat is my master." And she took her veil n covered herself.
Ge 24:66	And da servant told Isaac all da tingz dat he had done.
Ge 24:67	And Isaac brought her 2 da tent of Sarah his mom. And he took Rebekah, n she became his wife. And Isaac luvd her n wuz comforted after da death of his mom. 


CHAPTER 25
Ge 25:1	Now Abe again took a wife, n her name wuz Keturah.
Ge 25:2	And she bore 2 him Zimran, Jokshan, Medan, Midian, Ishbak, n Shuah.
Ge 25:3	And Jokshan fathered Sheba n Dedan. And da sons of Dedan were Asshurim n Letushim n Leummim.
Ge 25:4	And da sons of Midian were Ephah, Epher, Hanoch, Abidah, n Eldaah. All of deez were da kids of Keturah.
Ge 25:5	And Abe gave all he had 2 Isaac.
Ge 25:6	But 2 da sons of Abe's concubines Abe gave gifts. And while he wuz still livin’ he sent them away eastward, away from his son Isaac, 2 da land of da east.
Ge 25:7	Now deez r da days of da yrs of da lyf of Abe: 1 hundred n seventy-5 yrs.
Ge 25:8	And Abe passed away n died in a gud old age, old n full of yrs. And he wuz gathered 2 his ppl.
Ge 25:9	And Isaac n Ishmael his sons buried him in da cave of Machpelah, in da field of Ephron, son of Zohar da Hittite, dat wuz east of Mamre,
Ge 25:10	da field dat Abe had bought from da Hittites. There Abe wuz buried n Sarah his wife.
Ge 25:11	And it happened dat after da death of Abe God blessed Isaac his son, n Isaac settled at Beer-Lahai-Roi. 

Ge 25:12	Now deez r da gens of Ishmael, da son of Abe, dat Hagar da Egyptian, da maidservant of Sarah, bore 2 Abe.
Ge 25:13	And deez r da names of da sons of Ishmael, by their names accordin’ 2 their fam records. Da firstborn of Ishmael wuz Nebaioth, then Kedar, Adbeel, Mibsam,
Ge 25:14	Mishma, Dumah, Massa,
Ge 25:15	Hadad, Tema, Jetur, Naphish, n Kedemah.
Ge 25:16	Deez r da sons of Ishmael, n deez r their names by their villages n by their encampments--12 leaders accordin’ 2 their tribes.
Ge 25:17	Now deez r da yrs of da lyf of Ishmael: 137 yrs. And he passed away n died, n wuz gathered 2 his ppl.
Ge 25:18	They settled from Havilah 2 Shur, which wuz opposite Egypt, goin’ toward Asshur, opposite; he settled opposite all his bros. 

Ge 25:19	Now deez r da gens of Isaac, da son of Abe. Abe fathered Isaac,
Ge 25:20	And Isaac wuz forty yrs old when he took Rebekah, da daughter of Bethuel da Aramean of Paddan-Aram, da sister of Laban da Aramean, as his wife.
Ge 25:21	And Isaac prayed 2 YHWH on behalf of his wife, 4 she wuz barren. And YHWH responded 2 his prayer, n Rebekah his wife conceived.
Ge 25:22	And da kids in her womb jostled each other, n she said, "If it’s goin’ 2 be like dis, y be preggers?" And she went 2 inquire of YHWH.
Ge 25:23	And YHWH said 2 her, "2 nations r in yo womb, n 2 peoples from birth will be divided. And 1 ppl will be stronger than da other. And da elder will serve da younger."
Ge 25:24	And when her days 2 give birth were completed, then--look--twins were in her womb.
Ge 25:25	And da 1st came out red, all his body wuz like a hairy coat, so they called his name Esau.
Ge 25:26	And afterward his bro came out, n his hand grasped da heel of Esau, so his name wuz called Jake. And Isaac wuz sixty yrs old at their birth.
Ge 25:27	And da bois grew up. And Esau wuz a skilled hunter, a man of da field, but Jake wuz a peaceful man, livin’ in tents.
Ge 25:28	And Isaac luvd Esau cuz he could eat of his game, but Rebekah luvd Jake.
Ge 25:29	Once Jake cooked a thicc stew, n Esau came in from da field, n he wuz exhausted.
Ge 25:30	And Esau said 2 Jake, "Give me some of dat red stuff 2 gulp down, cuz im exhausted!" (So his name wuz called Edom).
Ge 25:31	Then Jake said, "Sell me yo birthright 1st."
Ge 25:32	And Esau said, "Look, im goin’ 2 die; now wut is dis birthright 2 me?"
Ge 25:33	Then Jake said, "Swear 2 me 1st." And he swore 2 him, n sold his birthright 2 Jake.
Ge 25:34	Then Jake gave Esau bread, n thicc lentil stew, n he ate n drank. Then he got up n went away. So Esau hated his birthright. 


CHAPTER 26
Ge 26:1	And there wuz a famine in da land, besides da former famine which wuz in da days of Abe. And Isaac went 2 Abimelech, king of da Philistines, 2 Gerar.
Ge 26:2	And YHWH appeared 2 him n said, "Don’t go down 2 Egypt; dwell in da land which i’ll show 2 u.
Ge 26:3	Dwell as an alien in dis land, n i gonna be w u, n will bless u, cuz i’ll give all deez lands 2 u n 2 yo descendants, n i’ll establish da oath dat i swore 2 Abe u dad.
Ge 26:4	And i’ll multiply yo descendants like da stars of heaven, n i’ll give 2 yo descendants all deez lands. And all nations of da earth gonna be blessed thru yo offspring,
Ge 26:5	cuz Abe listened 2 my voice n kept my charge: my rules, my statutes, n my laws." 

Ge 26:6	So Isaac settled in Gerar.
Ge 26:7	When da men of da place asked abt his wife, he said, "She is my sister," 4 he wuz afraid 2 say, "my wife," thinking "da men of da place will kill me on account of Rebekah, 4 she wuz beautiful."
Ge 26:8	And it happened dat, when he had been there a long time, Abimelech da king of da Philistines looked thru da window, n saw--look--Isaac wuz fondling Rebekah his wife.
Ge 26:9	And Abimelech called Isaac n said, "Ofc she’s yo wife. Now y did u say 'She is my sister'?" And Isaac said 2 him, "Cuz i thought i’d die on account of her."
Ge 26:10	And Abimelech said, "Wut is dis u hav done 2 us? 1 of da ppl might easily hav slept w yo wife! Then u would’ve brought guilt on us!"
Ge 26:11	Then Abimelech instructed all da ppl, sayin’, "Da 1 who touches dis man or his wife will totally die." 

Ge 26:12	And Isaac sowed in dat land n reaped in dat same yr a hundredfold, n YHWH blessed him.
Ge 26:13	And da man became wealthier n wealthier until he wuz exceedingly wealthy.
Ge 26:14	And he possessed sheep n cattle n many servants, so dat da Philistines envied him.
Ge 26:15	And da Philistines stopped up all da wells dat da servants of his dad had dug in da days of Abe his dad. They filled them w earth.
Ge 26:16	And Abimelech said 2 Isaac, "Go away from us, 4 u hav become much too powerful 4 us."
Ge 26:17	So Isaac departed from there n camped in da valley of Gerar, n settled there.
Ge 26:18	And Isaac dug again da wells of water which they had dug in da days of his dad Abe, which da Philistines had stopped up after da death of Abe. And he gave 2 them da same names which his dad had given them.
Ge 26:19	And when da servants of Isaac dug in da valley, they found a well of fresh water there.
Ge 26:20	Then da herdsmen of Gerar quarreled w da herdsmen of Isaac, sayin’, "Da water is ours." And he called da name of da well Esek, cuz they contended w him.
Ge 26:21	And they dug anotha well, n they quarreled over it also. And he called its name Sitnah.
Ge 26:22	Then he moved from there n dug anotha well, n they didn't quarrel over it. And he called its name Rehoboth, n said, "Now YHWH haz made room 4 us, n we will be fruitful in da land."
Ge 26:23	And from there he went up 2 Beersheba.
Ge 26:24	And YHWH appeared 2 him dat night n said, "im da God of yo dad Abe. Don’t be afraid, cuz im w u, n i’ll bless u n make yo descendants numerous 4 da sake of my servant Abe."
Ge 26:25	And he built an altar there n called on da name of YHWH. And he pitched his tent there, n da servants of Isaac dug a well there.
Ge 26:26	Then Abimelech went 2 him from Gerar w Ahuzzath his friend n Phicol his army commander.
Ge 26:27	And Isaac said 2 them, "Y hav u come 2 me? U h8 me n sent me away from u."
Ge 26:28	And they said, "We c clearly dat YHWH haz been w u, so we thought let there be an oath between us--between us n u--n let’s make a covenant w u
Ge 26:29	dat u may not do us harm just like we haven't touched u, but hav only done gud 2 u n sent u away in pce. U r now blessed by YHWH."
Ge 26:30	So he made a meal 4 them, n they ate n drank.
Ge 26:31	And they arose early in da mornin’ n each 1 swore 2 da other, n Isaac sent them away. And they left him in pce.
Ge 26:32	And it happened dat on dat same day da servants of Isaac came n told him 'bout da well dat they had dug. And they said, "We hav found water!"
Ge 26:33	And he called it Sheba. So da name of da city is Beersheba unto dis day. 

Ge 26:34	And when Esau wuz forty yrs old he took as wife Judith, daughter of Beeri da Hittite, n Basemath, daughter of Elon da Hittite.
Ge 26:35	And they made lyf bitter 4 Isaac n Rebekah. 


CHAPTER 27
Ge 27:1	And it happened dat when Isaac wuz old n his eyesight wuz weak, he called Esau his older son n said 2 him, "My son." And he said 2 him, "Here im."
Ge 27:2	And he said, "Look, im old; idk da day of my death.
Ge 27:3	So now, take yo weapons, yo quiver n yo bow, n go out 2 da field n hunt food 4 me.
Ge 27:4	Then make 4 me tasty food like i luv, n bring it 2 me. And i’ll eat it so dat i can bless u b4 i die. 

Ge 27:5	Now Rebekah wuz listening as Isaac spoke 2 Esau his son, n when Esau went 2 da field 2 hunt wild game 2 bring back,
Ge 27:6	Rebekah said 2 Jake her son, "Look, i heard yo dad talkin’ 2 Esau yo bro sayin’,
Ge 27:7	'Bring wild game 2 me n prepare tasty food so i can eat it n bless u b4 YHWH b4 my death.'
Ge 27:8	So now, my son, listen 2 my voice, 2 wut i command u.
Ge 27:9	Go 2 da flock n take 2 gud yung goats from it 4 me, n i’ll prepare them as tasty food 4 yo dad, just like he likes.
Ge 27:10	Then u must take it 2 yo dad n he’ll eat it so dat he may bless u b4 his death."
Ge 27:11	Then Jake said 2 his mom, "Look, Esau my bro is a hairy man, but im a smooth man.
Ge 27:12	Maybe my dad will feel me n i gonna be in his eyes as a mocker, n he’ll bring on me a curse n not a blessing."
Ge 27:13	Then his mom said 2 him, "Yo curse be on me, my son, only listen 2 my voice--go n get them 4 me."
Ge 27:14	So he went n took them, n brought them 2 his mom, n his mom prepared tasty food as his dad liked.
Ge 27:15	Then Rebekah took some of her older son Esau's best garments dat were w her in da house, n she put them on Jake her younger son.
Ge 27:16	And she put da skins of da yung goats over his hands n over da smooth part of his neck.
Ge 27:17	And she put da tasty food n da bread dat she had made into da hand of Jake, her son.
Ge 27:18	And he went 2 his dad n said, "My dad." And he said, "Here im. Who r u, my son?"
Ge 27:19	And Jake said 2 his dad, "im Esau, yo firstborn. i’ve done as u told me. Please get up, sit up n eat from my wild game so dat u may bless me."
Ge 27:20	Then Isaac said 2 his son, "How did u find it so quickly, my son?" And he said, "Cuz YHWH yo God caused me 2 find it."
Ge 27:21	Then Isaac said 2 Jake, "Please, come near n let me feel u, my son. R u rly my son Esau or not?"
Ge 27:22	And Jake drew near 2 Isaac his dad. And he felt him n said, "Da voice is da voice of Jake, but da hands r da hands of Esau."
Ge 27:23	And he didn't recognize him cuz his hands were hairy like da hands of Esau his bro. And he blessed him.
Ge 27:24	And he said, "R u rly my son Esau?" And he said, "im."
Ge 27:25	Then he said, "Bring it near 2 me dat i may eat from da game of my son, so dat i may bless u." And he brought it 2 him, n he ate. And he brought wine 2 him, n he drank.
Ge 27:26	Then his dad Isaac said 2 him, "Come near n kiss me, my son."
Ge 27:27	And he drew near n kissed him. And he smelled da smell of his garments, n he blessed him n said, 
 "Look, da smell of my son is like da smell of a field dat YHWH haz blessed!
Ge 27:28	May God give u of da dew of heaven n of da fatness of da earth, n abundance of grain n new wine.
Ge 27:29	Let peoples serve u, n nations bow down 2 u; Be lord of yo bros, n may da sons of yo mom bow down 2 u. Cursed be those cursing u, n blessed be those blessing u."
